Package ID,Strategy ID,Functional Location,Action ID,Description,Interval,Interval Units,Recommended Resource,Shutdown Required,Reference Column,Job Plan,Action Basis,Tmp
Gidgealpa Gas Satellite - Inlet Separation - Gathering Manifold,GIDG INL SEP 115287-KX-0001,115287-KX-0001,Compressor Package IE-Screw-GIDG_A36,Inspect & Calibrate Fuel Gas Scrubber High Level Switch,1,Y,1,0,,,0001-295-TIN-0021.pdf,
Gidgealpa Gas Satellite - Inlet Separation - Gathering Manifold,GIDG INL SEP 115287-KX-0001,115287-KX-0001,Compressor Package IE-Screw-GIDG_A32,Inspect & Calibrate MT Temperature Sensor,1,Y,1,0,,,0001-295-TIN-0021.pdf,
Gidgealpa Gas Satellite - Inlet Separation - Gathering Manifold,GIDG INL SEP 115287-KX-0001,115287-KX-0001,Compressor Package IE-Screw-GIDG_A03,Inspect & Calibrate Inlet Separator Level Transmitter,1,Y,1,0,,,0001-295-TIN-0021.pdf,1
Gidgealpa Gas Satellite - Inlet Separation - Gathering Manifold,GIDG INL SEP 115287-KX-0001,115287-KX-0001,Compressor Package IE-Screw-GIDG_A22,Inspect & Calibrate Glycol Circuit Pressure Transmitter,1,Y,1,0,,,0001-295-TIN-0021.pdf,
Gidgealpa Gas Satellite - Inlet Separation - Gathering Manifold,GIDG INL SEP 115287-KX-0001,115287-KX-0001,Compressor Package IE-Screw-GIDG_A02,Inspect & Calibrate Suction Pressure Control Valve Positioner,1,Y,1,0,,,0001-295-TIN-0021.pdf,
Gidgealpa Gas Satellite - Inlet Separation - Gathering Manifold,GIDG INL SEP 115287-KX-0001,115287-KX-0001,Compressor Package IE-Screw-GIDG_A21,Inspect & Calibrate Bearing Oil Pressure Transmitter,1,Y,1,0,,,0001-295-TIN-0021.pdf,
Gidgealpa Gas Satellite - Inlet Separation - Gathering Manifold,GIDG INL SEP 115287-KX-0001,115287-KX-0001,Compressor Package IE-Screw-GIDG_A31,Inspect & Calibrate Jacket Water Temperature Sensor,1,Y,1,0,,,0001-295-TIN-0021.pdf,
Gidgealpa Gas Satellite - Inlet Separation - Gathering Manifold,GIDG INL SEP 115287-KX-0001,115287-KX-0001,Compressor Package IE-Screw-GIDG_A29,Inspect & Calibrate Engine Vibration Transmitter,1,Y,1,0,,,0001-295-TIN-0021.pdf,
Gidgealpa Gas Satellite - Inlet Separation - Gathering Manifold,GIDG INL SEP 115287-KX-0001,115287-KX-0001,Compressor Package IE-Screw-GIDG_A20,Inspect & Calibrate Bearing Oil Temperature Element,1,Y,1,0,,,0001-295-TIN-0021.pdf,
Gidgealpa Gas Satellite - Inlet Separation - Gathering Manifold,GIDG INL SEP 115287-K-0001,115287-K-0001,Compressor-Screw-GIDG_A06,INSPECT / CLEAN VENTS / DRAINS,6,W,4,0,,,0001-296-TIN-0041.pdf,
Gidgealpa Gas Satellite - Inlet Separation - Gathering Manifold,GIDG INL SEP 115287-K-0001,115287-K-0001,Compressor-Screw-GIDG_A01,INSPECT (WALK AROUND) ENGINE / COMPRESSOR PACKAGE,6,W,4,1,,,0001-296-TIN-0041.pdf,
Gidgealpa Gas Satellite - Inlet Separation - Gathering Manifold,GIDG INL SEP 115287-K-0001,115287-K-0001,Compressor-Screw-GIDG_A02,INSPECT SUCTION / DISCHARGE FLANGES,6,W,4,1,,,0001-296-TIN-0041.pdf,
Gidgealpa Gas Satellite - Inlet Separation - Gathering Manifold,GIDG INL SEP 115287-K-0001,115287-K-0001,Compressor-Screw-GIDG_A05,CHECK / RECORD SUCTION STRAINER,6,W,4,0,,,0001-296-TIN-0041.pdf,1
Gidgealpa Gas Satellite - Inlet Separation - Gathering Manifold,GIDG INL SEP 115287-K-0001,115287-K-0001,Compressor-Screw-GIDG_A09,CHECK / ADJUST SUCTION / DISCHARGE FLANGE BOLTS,6,M,4,0,,,0001-296-TIN-0042.pdf,1
Gidgealpa Gas Satellite - Inlet Separation - Gathering Manifold,GIDG INL SEP 115287-K-0001,115287-K-0001,Compressor-Screw-GIDG_A011,INSPECT / ADJUST ALIGNMENT,1,Y,4,0,,,0001-296-TIN-0027.pdf,
Gidgealpa Gas Satellite - Inlet Separation - Gathering Manifold,GIDG INL SEP 115287-K-0001,115287-K-0001,Compressor-Screw-GIDG_A08,INSPECT / REPLACE COUPLING,6,M,4,0,,,0001-296-TIN-0042.pdf,1
Gidgealpa Gas Satellite - Inlet Separation - Gathering Manifold,GIDG INL SEP 115287-K-0001,115287-K-0001,Compressor-Screw-GIDG_A010,CHECK / TENSION MOUNTING FASTENERS,6,M,4,0,,,0001-296-TIN-0042.pdf,
Gidgealpa Gas Satellite - Inlet Separation - Gathering Manifold,GIDG INL SEP 115287-K-0001,115287-K-0001,Compressor-Screw-GIDG_A07,CHECK / CLEAN LUBE OIL Y-STRAINER,6,M,4,0,,,0001-296-TIN-0042.pdf,
Gidgealpa Gas Satellite - Inlet Separation - Gathering Manifold,GIDG INL SEP 115287-K-0001,115287-K-0001,Compressor-Screw-GIDG_A04,REPLACE FILTERS,6,W,4,0,,,0001-296-TIN-0041.pdf,
Gidgealpa Gas Satellite - Inlet Separation - Gathering Manifold,GIDG INL SEP 115287-K-0001,115287-K-0001,Compressor-Screw-GIDG_A03,CHECK COMPRESSOR OIL LEVEL,6,W,4,1,,,0001-296-TIN-0041.pdf,1
Gidgealpa Gas Satellite - Inlet Separation - Gathering Manifold,GIDG INL SEP 115287-GE-0001,115287-GE-0001,Engine-Compressor-GIDG_A054,"Check / Record Cylinder liners, while heads are removed",3,Y,4,0,,,0001-296-TIN-0058.pdf,
Gidgealpa Gas Satellite - Inlet Separation - Gathering Manifold,GIDG INL SEP 115287-GE-0001,115287-GE-0001,Engine-Compressor-GIDG_A035,Check / Record Cylinder Compression,1,Y,4,0,,,0001-296-TIN-0058.pdf,
Gidgealpa Gas Satellite - Inlet Separation - Gathering Manifold,GIDG INL SEP 115287-GE-0001,115287-GE-0001,Engine-Compressor-GIDG_A056,Replace Cylinder Head,3,Y,4,0,,,0001-296-TIN-0058.pdf,1
Gidgealpa Gas Satellite - Inlet Separation - Gathering Manifold,GIDG INL SEP 115287-GE-0001,115287-GE-0001,Engine-Compressor-GIDG_A051,Replace Gas 'A' Regulator Diaphragms and Filters,3,Y,4,0,,,0001-296-TIN-0058.pdf,
Gidgealpa Gas Satellite - Inlet Separation - Gathering Manifold,GIDG INL SEP 115287-GE-0001,115287-GE-0001,Engine-Compressor-GIDG_A02,Check / Record Fuel Gas Filter Differential Pressure,6,W,4,0,,,0001-296-TIN-0058.pdf,
Gidgealpa Gas Satellite - Inlet Separation - Gathering Manifold,GIDG INL SEP 115287-GE-0001,115287-GE-0001,Engine-Compressor-GIDG_A027,Replace Air Cleaner Primary Filter Element,6,M,4,0,,,0001-296-TIN-0058.pdf,
Gidgealpa Gas Satellite - Inlet Separation - Gathering Manifold,GIDG INL SEP 115287-GE-0001,115287-GE-0001,Engine-Compressor-GIDG_A011,Check / Adjust Fuel Gas Supply Pressure Regulator,6,W,4,0,,,0001-296-TIN-0058.pdf,
Gidgealpa Gas Satellite - Inlet Separation - Gathering Manifold,GIDG INL SEP 115287-GE-0001,115287-GE-0001,Engine-Compressor-GIDG_A012,"Check / Adjust Carburettor , O2%, NOx emission, gas over air.",6,W,4,0,,,0001-296-TIN-0058.pdf,1
Gidgealpa Gas Satellite - Inlet Separation - Gathering Manifold,GIDG INL SEP 115287-GE-0001,115287-GE-0001,Engine-Compressor-GIDG_A024,"CheckInlet Air System, Ducting, Rubber Elbows / Connectors, Clamps",6,M,4,0,,,0001-296-TIN-0058.pdf,1
Gidgealpa Gas Satellite - Inlet Separation - Gathering Manifold,GIDG INL SEP 115287-GE-0001,115287-GE-0001,Engine-Compressor-GIDG_A014,Check / Clean Air Filter Pre-Cleaner,6,W,4,0,,,0001-296-TIN-0058.pdf,
Gidgealpa Gas Satellite - Inlet Separation - Gathering Manifold,GIDG INL SEP 115287-GE-0001,115287-GE-0001,Engine-Compressor-GIDG_A070,Check Fuel Gas and Start Gas Supply Lines / System,6,Y,4,0,,,0001-296-TIN-0058.pdf,
Gidgealpa Gas Satellite - Inlet Separation - Gathering Manifold,GIDG INL SEP 115287-GE-0001,115287-GE-0001,Engine-Compressor-GIDG_A074,"Replace Inlet Air System, Ducting, Rubber Elbows / Connectors,Clamps",6,Y,4,0,,,0001-296-TIN-0058.pdf,
Gidgealpa Gas Satellite - Inlet Separation - Gathering Manifold,GIDG INL SEP 115287-GE-0001,115287-GE-0001,Engine-Compressor-GIDG_A042,Replace Fuel Gas Filter Element (Skid),1,Y,4,0,,,0001-296-TIN-0058.pdf,
Gidgealpa Gas Satellite - Inlet Separation - Gathering Manifold,GIDG INL SEP 115287-GE-0001,115287-GE-0001,Engine-Compressor-GIDG_A043,Check / Replace Air Cleaner Secondary Filter Element,1,Y,4,0,,,0001-296-TIN-0058.pdf,
Gidgealpa Gas Satellite - Inlet Separation - Gathering Manifold,GIDG INL SEP 115287-GE-0001,115287-GE-0001,Engine-Compressor-GIDG_A065,Replace Main Fuel Gas Supply Pressure Regulator,6,Y,4,0,,,0001-296-TIN-0058.pdf,
Gidgealpa Gas Satellite - Inlet Separation - Gathering Manifold,GIDG INL SEP 115287-GE-0001,115287-GE-0001,Engine-Compressor-GIDG_A050,Replace Carburettor Diaphragm/s and Gaskets,3,Y,4,0,,,0001-296-TIN-0058.pdf,
Gidgealpa Gas Satellite - Inlet Separation - Gathering Manifold,GIDG INL SEP 115287-GE-0001,115287-GE-0001,Engine-Compressor-GIDG_A066,Replace Fuel Gas GSOV,6,Y,4,0,,,0001-296-TIN-0058.pdf,
Gidgealpa Gas Satellite - Inlet Separation - Gathering Manifold,GIDG INL SEP 115287-GE-0001,115287-GE-0001,Engine-Compressor-GIDG_A025,Replace Engine Crankcase Oil Header Tank In-Line Filter/s,6,M,4,0,,,0001-296-TIN-0058.pdf,
Gidgealpa Gas Satellite - Inlet Separation - Gathering Manifold,GIDG INL SEP 115287-GE-0001,115287-GE-0001,Engine-Compressor-GIDG_A026,Check / Adjust Engine Crankcase Oil Level Controller,6,M,4,0,,,0001-296-TIN-0058.pdf,
Gidgealpa Gas Satellite - Inlet Separation - Gathering Manifold,GIDG INL SEP 115287-GE-0001,115287-GE-0001,Engine-Compressor-GIDG_A015,Change Engine Oil,6,W,4,0,,,0001-296-TIN-0058.pdf,
Gidgealpa Gas Satellite - Inlet Separation - Gathering Manifold,GIDG INL SEP 115287-GE-0001,115287-GE-0001,Engine-Compressor-GIDG_A071,Replace Lube Oil Hoses,6,Y,4,0,,,0001-296-TIN-0058.pdf,
Gidgealpa Gas Satellite - Inlet Separation - Gathering Manifold,GIDG INL SEP 115287-GE-0001,115287-GE-0001,Engine-Compressor-GIDG_A016,Change Engine Oil Filter,6,W,4,0,,,0001-296-TIN-0058.pdf,
Gidgealpa Gas Satellite - Inlet Separation - Gathering Manifold,GIDG INL SEP 115287-GE-0001,115287-GE-0001,Engine-Compressor-GIDG_A031,Check / Replace Lube Oil / Jacket & Auxiliary Water Hoses / Clamps / Seals,6,M,4,0,,,0001-296-TIN-0058.pdf,
Gidgealpa Gas Satellite - Inlet Separation - Gathering Manifold,GIDG INL SEP 115287-GE-0001,115287-GE-0001,Engine-Compressor-GIDG_A061,Inspect / Clean Engine Cooling System Y-strainer,3,Y,4,0,,,0001-296-TIN-0058.pdf,
Gidgealpa Gas Satellite - Inlet Separation - Gathering Manifold,GIDG INL SEP 115287-GE-0001,115287-GE-0001,Engine-Compressor-GIDG_A09,Check / Fill Cooling Systems Fluid Level (Jacket and Auxiliary),6,W,4,0,,,0001-296-TIN-0058.pdf,
Gidgealpa Gas Satellite - Inlet Separation - Gathering Manifold,GIDG INL SEP 115287-GE-0001,115287-GE-0001,Engine-Compressor-GIDG_A041,Check / Replace Cooling System Bleed Valves and Vents not blocked,1,Y,4,0,,,0001-296-TIN-0058.pdf,
Gidgealpa Gas Satellite - Inlet Separation - Gathering Manifold,GIDG INL SEP 115287-GE-0001,115287-GE-0001,Engine-Compressor-GIDG_A040,Check / Replace Coolant header tank cap/s,1,Y,4,0,,,0001-296-TIN-0058.pdf,1
Gidgealpa Gas Satellite - Inlet Separation - Gathering Manifold,GIDG INL SEP 115287-GE-0001,115287-GE-0001,Engine-Compressor-GIDG_A053,Clean / Inspect Aftercooler Core,3,Y,4,0,,,0001-296-TIN-0058.pdf,
Gidgealpa Gas Satellite - Inlet Separation - Gathering Manifold,GIDG INL SEP 115287-GE-0001,115287-GE-0001,Engine-Compressor-GIDG_A059,Replace Main and Aux Water Pumps,3,Y,4,0,,,0001-296-TIN-0058.pdf,1
Gidgealpa Gas Satellite - Inlet Separation - Gathering Manifold,GIDG INL SEP 115287-GE-0001,115287-GE-0001,Engine-Compressor-GIDG_A057,Replace Engine Jacket Water Cooling System Thermostats,3,Y,4,0,,,0001-296-TIN-0058.pdf,
Gidgealpa Gas Satellite - Inlet Separation - Gathering Manifold,GIDG INL SEP 115287-GE-0001,115287-GE-0001,Engine-Compressor-GIDG_A032,Inspect / Clean Cooler Package Tubes / Cores External,6,M,4,0,,,0001-296-TIN-0058.pdf,1
Gidgealpa Gas Satellite - Inlet Separation - Gathering Manifold,GIDG INL SEP 115287-GE-0001,115287-GE-0001,Engine-Compressor-GIDG_A052,Drain / Clean / Flush / Replace Cooling System (Jacket and Auxiliary),3,Y,4,0,,,0001-296-TIN-0058.pdf,
Gidgealpa Gas Satellite - Inlet Separation - Gathering Manifold,GIDG INL SEP 115287-GE-0001,115287-GE-0001,Engine-Compressor-GIDG_A017,Test / Adjust Cooling Water Additive Concentration,6,W,4,0,,,0001-296-TIN-0058.pdf,1
Gidgealpa Gas Satellite - Inlet Separation - Gathering Manifold,GIDG INL SEP 115287-GE-0001,115287-GE-0001,Engine-Compressor-GIDG_A01,Check Main and Auxiliary Water Pump,6,W,4,0,,,0001-296-TIN-0058.pdf,1
Gidgealpa Gas Satellite - Inlet Separation - Gathering Manifold,GIDG INL SEP 115287-GE-0001,115287-GE-0001,Engine-Compressor-GIDG_A038,Check Cooler Drive Coupling / Pulleys,1,Y,4,0,,,0001-296-TIN-0058.pdf,
Gidgealpa Gas Satellite - Inlet Separation - Gathering Manifold,GIDG INL SEP 115287-GE-0001,115287-GE-0001,Engine-Compressor-GIDG_A060,Replace Engine Oil Cooler,3,Y,4,0,,,0001-296-TIN-0058.pdf,
Gidgealpa Gas Satellite - Inlet Separation - Gathering Manifold,GIDG INL SEP 115287-GE-0001,115287-GE-0001,Engine-Compressor-GIDG_A036,Measure / Record Engine Valve Stem Projection,1,Y,4,0,,,0001-296-TIN-0058.pdf,1
Gidgealpa Gas Satellite - Inlet Separation - Gathering Manifold,GIDG INL SEP 115287-GE-0001,115287-GE-0001,Engine-Compressor-GIDG_A05,Check / Record Engine Run Hours,6,W,4,0,,,0001-296-TIN-0058.pdf,1
Gidgealpa Gas Satellite - Inlet Separation - Gathering Manifold,GIDG INL SEP 115287-GE-0001,115287-GE-0001,Engine-Compressor-GIDG_A04,"Check / Correct Engine ECM, Active or Logged Fault Codes",6,W,4,0,,,0001-296-TIN-0058.pdf,
Gidgealpa Gas Satellite - Inlet Separation - Gathering Manifold,GIDG INL SEP 115287-GE-0001,115287-GE-0001,Engine-Compressor-GIDG_A03,Check / Record Crankcase Blowby,6,W,4,0,,,0001-296-TIN-0058.pdf,
Gidgealpa Gas Satellite - Inlet Separation - Gathering Manifold,GIDG INL SEP 115287-GE-0001,115287-GE-0001,Engine-Compressor-GIDG_A076,"Replace Exhaust System, Bellows Flex Connection",6,Y,4,0,,,0001-296-TIN-0058.pdf,
Gidgealpa Gas Satellite - Inlet Separation - Gathering Manifold,GIDG INL SEP 115287-GE-0001,115287-GE-0001,Engine-Compressor-GIDG_A044,"Replace Exhaust System, Oxygen Sensors",1,Y,4,0,,,0001-296-TIN-0058.pdf,
Gidgealpa Gas Satellite - Inlet Separation - Gathering Manifold,GIDG INL SEP 115287-GE-0001,115287-GE-0001,Engine-Compressor-GIDG_A075,"Check / Replace Exhaust System, Lagging / Heat Shields",6,Y,4,0,,,0001-296-TIN-0058.pdf,1
Gidgealpa Gas Satellite - Inlet Separation - Gathering Manifold,GIDG INL SEP 115287-GE-0001,115287-GE-0001,Engine-Compressor-GIDG_A033,"Check Exhaust System, bellows, muffler, Lagging, etc",6,M,4,0,,,0001-296-TIN-0058.pdf,
Gidgealpa Gas Satellite - Inlet Separation - Gathering Manifold,GIDG INL SEP 115287-GE-0001,115287-GE-0001,Engine-Compressor-GIDG_A039,Inspect Ignition Coils,1,Y,4,0,,,0001-296-TIN-0058.pdf,
Gidgealpa Gas Satellite - Inlet Separation - Gathering Manifold,GIDG INL SEP 115287-GE-0001,115287-GE-0001,Engine-Compressor-GIDG_A013,Check / Adjust Ignition Timing,6,W,4,0,,,0001-296-TIN-0058.pdf,
Gidgealpa Gas Satellite - Inlet Separation - Gathering Manifold,GIDG INL SEP 115287-GE-0001,115287-GE-0001,Engine-Compressor-GIDG_A072,"Replace Ignition Cables: Primary and Secondary Connections, harness plugs",6,Y,4,0,,,0001-296-TIN-0058.pdf,
Gidgealpa Gas Satellite - Inlet Separation - Gathering Manifold,GIDG INL SEP 115287-GE-0001,115287-GE-0001,Engine-Compressor-GIDG_A029,Check / Adjust Ignition System Wiring Harnesses,6,M,4,0,,,0001-296-TIN-0058.pdf,
Gidgealpa Gas Satellite - Inlet Separation - Gathering Manifold,GIDG INL SEP 115287-GE-0001,115287-GE-0001,Engine-Compressor-GIDG_A023,Replace / Report Spark Plugs,6,M,4,0,,,0001-296-TIN-0058.pdf,
Gidgealpa Gas Satellite - Inlet Separation - Gathering Manifold,GIDG INL SEP 115287-GE-0001,115287-GE-0001,Engine-Compressor-GIDG_A073,"Replace Fan, Jack shaft and Belt Tensioner Bearings",6,Y,4,0,,,0001-296-TIN-0058.pdf,
Gidgealpa Gas Satellite - Inlet Separation - Gathering Manifold,GIDG INL SEP 115287-GE-0001,115287-GE-0001,Engine-Compressor-GIDG_A067,Replace ESM System Wiring Harnesses and ECU,6,Y,4,0,,,0001-296-TIN-0058.pdf,
Gidgealpa Gas Satellite - Inlet Separation - Gathering Manifold,GIDG INL SEP 115287-GE-0001,115287-GE-0001,Engine-Compressor-GIDG_A048,Check Fan hub taper lock,1,Y,4,0,,,0001-296-TIN-0058.pdf,
Gidgealpa Gas Satellite - Inlet Separation - Gathering Manifold,GIDG INL SEP 115287-GE-0001,115287-GE-0001,Engine-Compressor-GIDG_A049,Replace / Adjust Belts - Alternator / Fan Drive / Power Band belt/s,1,Y,4,0,,,0001-296-TIN-0058.pdf,1
Gidgealpa Gas Satellite - Inlet Separation - Gathering Manifold,GIDG INL SEP 115287-GE-0001,115287-GE-0001,Engine-Compressor-GIDG_A021,Check Rotating Components - Guards / Screens,6,M,4,0,,,0001-296-TIN-0058.pdf,1
Gidgealpa Gas Satellite - Inlet Separation - Gathering Manifold,GIDG INL SEP 115287-GE-0001,115287-GE-0001,Engine-Compressor-GIDG_A06,"Check General Walk Around Inspection, (Leaks or Unusual Noises)",6,W,4,0,,,0001-296-TIN-0058.pdf,
Gidgealpa Gas Satellite - Inlet Separation - Gathering Manifold,GIDG INL SEP 115287-GE-0001,115287-GE-0001,Engine-Compressor-GIDG_A034,Check / Tension Engine Mounting Fasteners,1,Y,4,0,,,0001-296-TIN-0058.pdf,
Gidgealpa Gas Satellite - Inlet Separation - Gathering Manifold,GIDG INL SEP 115287-GE-0001,115287-GE-0001,Engine-Compressor-GIDG_A018,Lubricate Fan and Jack shaft or Tensioner bearings,6,W,4,0,,,0001-296-TIN-0058.pdf,
Gidgealpa Gas Satellite - Inlet Separation - Gathering Manifold,GIDG INL SEP 115287-GE-0001,115287-GE-0001,Engine-Compressor-GIDG_A068,Replace All Seals and Gaskets,6,Y,4,0,,,0001-296-TIN-0058.pdf,
Gidgealpa Gas Satellite - Inlet Separation - Gathering Manifold,GIDG INL SEP 115287-GE-0001,115287-GE-0001,Engine-Compressor-GIDG_A030,Wash / Clean Engine (Pressure Clean),6,M,4,0,,,0001-296-TIN-0058.pdf,
Gidgealpa Gas Satellite - Inlet Separation - Gathering Manifold,GIDG INL SEP 115287-GE-0001,115287-GE-0001,Engine-Compressor-GIDG_A045,Check / Adjust Fan blade pitch,1,Y,4,0,,,0001-296-TIN-0058.pdf,
Gidgealpa Gas Satellite - Inlet Separation - Gathering Manifold,GIDG INL SEP 115287-GE-0001,115287-GE-0001,Engine-Compressor-GIDG_A047,Check Fan hub blade retainers,1,Y,4,0,,,0001-296-TIN-0058.pdf,
Gidgealpa Gas Satellite - Inlet Separation - Gathering Manifold,GIDG INL SEP 115287-GE-0001,115287-GE-0001,Engine-Compressor-GIDG_A046,Check Fan Blade Deflection / Condition,1,Y,4,0,,,0001-296-TIN-0058.pdf,
Gidgealpa Gas Satellite - Inlet Separation - Gathering Manifold,GIDG INL SEP 115287-GE-0001,115287-GE-0001,Engine-Compressor-GIDG_A063,Replace Engine,6,Y,4,0,,,0001-296-TIN-0058.pdf,
Gidgealpa Gas Satellite - Inlet Separation - Gathering Manifold,GIDG INL SEP 115287-GE-0001,115287-GE-0001,Engine-Compressor-GIDG_A062,Check / Adjust Engine Alignment to Driven Equip.,6,Y,4,0,,,0001-296-TIN-0058.pdf,
Gidgealpa Gas Satellite - Inlet Separation - Gathering Manifold,GIDG INL SEP 115287-GE-0001,115287-GE-0001,Engine-Compressor-GIDG_A022,Clean Engine Crankcase Breather,6,M,4,0,,,0001-296-TIN-0058.pdf,
Gidgealpa Gas Satellite - Inlet Separation - Gathering Manifold,GIDG INL SEP 115287-GE-0001,115287-GE-0001,Engine-Compressor-GIDG_A010,Check / Adjust Primary (main) Gas 'A' Regulator(s),6,W,4,0,,,0001-296-TIN-0058.pdf,
Gidgealpa Gas Satellite - Inlet Separation - Gathering Manifold,GIDG INL SEP 115287-GE-0001,115287-GE-0001,Engine-Compressor-GIDG_A07,Adjust Engine Valve Clearance,6,W,4,0,,,0001-296-TIN-0058.pdf,
Gidgealpa Gas Satellite - Inlet Separation - Gathering Manifold,GIDG INL SEP 115287-GE-0001,115287-GE-0001,Engine-Compressor-GIDG_A08,Check Engine Valve Rotators,6,W,4,0,,,0001-296-TIN-0058.pdf,
Gidgealpa Gas Satellite - Inlet Separation - Gathering Manifold,GIDG INL SEP 115287-GE-0001,115287-GE-0001,Engine-Compressor-GIDG_A037,Check / Record Engine Vibration Damper,1,Y,4,0,,,0001-296-TIN-0058.pdf,
Gidgealpa Gas Satellite - Inlet Separation - Gathering Manifold,GIDG INL SEP 115287-GE-0001,115287-GE-0001,Engine-Compressor-GIDG_A028,"Check / Clean / Adjust Magnetic Pickups (Crankshaft, Camshaft, etc)",6,M,4,0,,,0001-296-TIN-0058.pdf,
Gidgealpa Gas Satellite - Inlet Separation - Gathering Manifold,GIDG INL SEP 115287-GE-0001,115287-GE-0001,Engine-Compressor-GIDG_A019,Check / Adjust Belts - Alternator / Fan Drive / Power Band belt,6,W,4,0,,,0001-296-TIN-0058.pdf,
Gidgealpa Gas Satellite - Inlet Separation - Gathering Manifold,GIDG INL SEP 115287-GE-0001,115287-GE-0001,Engine-Compressor-GIDG_A069,Replace All Gas Connection Flex/Braided Hose/s,6,Y,4,0,,,0001-296-TIN-0058.pdf,
Gidgealpa Gas Satellite - Inlet Separation - Gathering Manifold,GIDG INL SEP 115287-GE-0001,115287-GE-0001,Engine-Compressor-GIDG_A064,Replace Jacket & Auxiliary Water Hoses and Seals,6,Y,4,0,,,0001-296-TIN-0058.pdf,
Gidgealpa Gas Satellite - Inlet Separation - Gathering Manifold,GIDG INL SEP 115287-GE-0001,115287-GE-0001,Engine-Compressor-GIDG_A058,Replace Wastegate,3,Y,4,0,,,0001-296-TIN-0058.pdf,
Gidgealpa Gas Satellite - Inlet Separation - Gathering Manifold,GIDG INL SEP 115287-GE-0001,115287-GE-0001,Engine-Compressor-GIDG_A055,Replace Turbo Charger,3,Y,4,0,,,0001-296-TIN-0058.pdf,
Gidgealpa Gas Satellite - Inlet Separation - Pig Receiver from Mawson/Kurunda,GIDG INL SEP 1010-PG-004,1010-PG-004,Pig Launcher-GIDG_A05,Initial chack for  Valve Leakage,12,M,7,0,,,2232881.docx,
Gidgealpa Gas Satellite - Inlet Separation - Pig Receiver from Mawson/Kurunda,GIDG INL SEP 1010-PG-004,1010-PG-004,Pig Launcher-GIDG_A03,"Inspect the condition & serviceability of the barrel pressure gauge(s), check for leaks, physical damage & corrosion",12,M,7,0,,,2232881.docx,
Gidgealpa Gas Satellite - Inlet Separation - Pig Receiver from Mawson/Kurunda,GIDG INL SEP 1010-PG-004,1010-PG-004,Pig Launcher-GIDG_A09,Check the condition and serviceability of the actuator,12,M,7,0,,,2232881.docx,
Gidgealpa Gas Satellite - Inlet Separation - Pig Receiver from Mawson/Kurunda,GIDG INL SEP 1010-PG-004,1010-PG-004,Pig Launcher-GIDG_A06,Valve Leak Rate Monitoring,12,M,7,0,,,2232881.docx,
Gidgealpa Gas Satellite - Inlet Separation - Pig Receiver from Mawson/Kurunda,GIDG INL SEP 1010-PG-004,1010-PG-004,Pig Launcher-GIDG_A010,Check the condition and serviceability of all drain/vent ports,12,M,7,0,,,2232881.docx,
Gidgealpa Gas Satellite - Inlet Separation - Pig Receiver from Mawson/Kurunda,GIDG INL SEP 1010-PG-004,1010-PG-004,Pig Launcher-GIDG_A04,Check the condition and serviceability of the Pig Signal(s); verify that all fixings and linkages are secure,12,M,7,0,,,2232881.docx,
Gidgealpa Gas Satellite - Inlet Separation - Pig Receiver from Mawson/Kurunda,GIDG INL SEP 1010-PG-004,1010-PG-004,Pig Launcher-GIDG_A02,Function Check Pressure Gauge,12,M,7,0,,,2232881.docx,
Gidgealpa Gas Satellite - Inlet Separation - Pig Receiver from Mawson/Kurunda,GIDG INL SEP 1010-PG-004,1010-PG-004,Pig Launcher-GIDG_A08,Check the condition and serviceability of the gearbox,12,M,7,0,,,2232881.docx,
Gidgealpa Gas Satellite - Inlet Separation - Pig Receiver from Mawson/Kurunda,GIDG INL SEP 1010-PG-004,1010-PG-004,Pig Launcher-GIDG_A011,Check Exercise valves that there are no abnormal noises or vibration,12,M,7,0,,,2232881.docx,
Gidgealpa Gas Satellite - Inlet Separation - Pig Receiver from Mawson/Kurunda,GIDG INL SEP 1010-PG-004,1010-PG-004,Pig Launcher-GIDG_A01,Inspect the condition & serviceability of all piping valves and actuator/gearbox assemblies,12,M,7,0,,,2232881.docx,
Gidgealpa Gas Satellite - Inlet Separation - Pig Receiver from Mawson/Kurunda,GIDG INL SEP 1010-PG-004,1010-PG-004,Pig Launcher-GIDG_A012,Final check for Valve Leakage,12,M,7,0,,,2232881.docx,
Gidgealpa Gas Satellite - Inlet Separation - Pig Receiver from Mawson/Kurunda,GIDG INL SEP 1010-PG-004,1010-PG-004,Pig Launcher-GIDG_A07,Grease Valve Stem,12,M,7,0,,,2232881.docx,
Gidgealpa Gas Satellite - Inlet Separation - Pig Receiver Jack Lake to Gidgealpa,GIDG INL SEP 1018-PG-002,1018-PG-002,Pig Launcher-GIDG_A07,Grease Valve Stem,12,M,7,0,,,2232881.docx,
Gidgealpa Gas Satellite - Inlet Separation - Pig Receiver Jack Lake to Gidgealpa,GIDG INL SEP 1018-PG-002,1018-PG-002,Pig Launcher-GIDG_A010,Check the condition and serviceability of all drain/vent ports,12,M,7,0,,,2232881.docx,
Gidgealpa Gas Satellite - Inlet Separation - Pig Receiver Jack Lake to Gidgealpa,GIDG INL SEP 1018-PG-002,1018-PG-002,Pig Launcher-GIDG_A04,Check the condition and serviceability of the Pig Signal(s); verify that all fixings and linkages are secure,12,M,7,0,,,2232881.docx,
